"Word"	"Length"	"Freq_HAL"	"Log_Freq_HAL"	"MorphSp"	"POS"	"prefix"	"nprefix"	"root"	"nroot"
"pinprick"	8	16	2.77	"{pin}{prick}"	"NN|VB"	"^pin"	4	"prick"	1
"pleasure"	8	16862	9.73	"{pleas--ure}"	"NN|VB"	"^ple"	5	"asure"	1
"pledge"	6	2599	7.86	"{pledge}"	"NN|VB"	"^ple"	5	"dge"	1
"plunder"	7	1516	7.32	"{plunder}"	"NN|VB"	"^plu"	4	"nder"	2
"sunder"	6	64	4.16	"{sunder}"	"VB"	"^su"	37	"nder"	2
"plummet"	7	305	5.72	"{plummet}"	"NN|VB"	"^plum"	2	"met"	1
"postmark"	8	177	5.18	"{post}{mark}"	"NN|VB"	"^post"	5	"mark"	1
"postmortem"	10	53	3.97	"<post<{mort--em}"	"NN|VB"	"^post"	5	"mortem"	1
"postpone"	8	641	6.46	"{post--pone}"	"VB"	"^post"	5	"pone"	1
"preamble"	8	1053	6.96	"<pre<{amble}"	"NN|VB"	"^pre"	31	"amble"	1
"prearrange"	10	9	2.2	"<pre<{arrange}"	"VB"	"^pre"	31	"arrange"	2
"rearrange"	9	797	6.68	"<re<{arrange}"	"VB"	"^re"	176	"arrange"	2
"prefab"	6	110	4.7	"{pre--fab}"	"JJ|NN|VB"	"^pre"	31	"fab"	1
"prefigure"	9	8	2.08	"<pre<{figure}"	"VB"	"^pre"	31	"figure"	2
"transfigure"	11	9	2.2	"<trans<{figure}"	"VB"	"^trans"	15	"figure"	2
"prefix"	6	2797	7.94	"<pre<{fix}"	"NN|VB"	"^pre"	31	"fix"	2
"transfix"	8	7	1.95	"<trans<{fix}"	"VB"	"^trans"	15	"fix"	2
"preheat"	7	509	6.23	"<pre<{heat}"	"VB"	"^pre"	31	"heat"	1
"prejudice"	9	5633	8.64	"{pre--judice}"	"NN|VB"	"^pre"	31	"judice"	1
"preoccupy"	9	41	3.71	"<pre<{occupy}"	"VB"	"^pre"	31	"occupy"	1
"preordain"	9	0	0	"<pre<{ordain}"	"VB"	"^pre"	31	"ordain"	1
"prepack"	7	9	2.2	"<pre<{pack}"	"VB"	"^pre"	31	"pack"	2
"unpack"	6	1392	7.24	"<un<{pack}"	"VB"	"^un"	41	"pack"	2
"prepay"	6	953	6.86	"<pre<{pay}"	"VB|NN"	"^pre"	31	"pay"	1
"preponderate"	12	0	0	"{preponder--ate}"	"VB"	"^pre"	31	"ponderate"	1
"prepossess"	10	0	0	"<pre<{possess}"	"VB"	"^pre"	31	"possess"	1
"prerecord"	9	0	0	"<pre<{record}"	"VB"	"^pre"	31	"record"	1
"preside"	7	224	5.41	"{preside}"	"VB"	"^pre"	31	"side"	3
"reside"	6	3169	8.06	"{reside}"	"VB"	"^re"	176	"side"	3
"subside"	7	349	5.86	"{subside}"	"VB"	"^sub"	20	"side"	3
"presuppose"	10	164	5.1	"<pre<{su--ppose}"	"VB"	"^pre"	31	"suppose"	1
"precede"	7	690	6.54	"{pre--cede}"	"VB"	"^prec"	7	"ede"	2
"secede"	6	311	5.74	"{se--cede}"	"VB"	"^sec"	4	"ede"	2
"precipitate"	11	463	6.14	"{precipit--ate}"	"VB"	"^prec"	7	"ipitate"	1
"preconceive"	11	4	1.39	"<pre<{con--ceive}"	"VB"	"^prec"	7	"onceive"	1
"precondition"	12	297	5.69	"<pre<{condition}"	"NN|VB"	"^prec"	7	"ondition"	1
"predestine"	10	8	2.08	"<pre<{destine}"	"VB"	"^pred"	6	"estine"	1
"predetermine"	12	29	3.37	"<pre<{determine}"	"VB"	"^pred"	6	"etermine"	1
"predict"	7	6049	8.71	"{predict}"	"VB"	"^pred"	6	"ict"	1
"predigest"	9	2	0.69	"<pre<{di--gest}"	"VB"	"^pred"	6	"igest"	1
"predispose"	10	90	4.5	"<pre<{dis--pose}"	"VB"	"^pred"	6	"ispose"	1
"premeditate"	11	3	1.1	"<pre<{meditate}"	"VB"	"^prem"	2	"editate"	1
"premix"	6	21	3.04	"<pre<{mix}"	"VB"	"^prem"	2	"ix"	1
"procrastinate"	13	244	5.5	"{procrastinate}"	"VB"	"^pro"	40	"crastinate"	1
"procreate"	9	362	5.89	"{pro--create}"	"VB"	"^pro"	40	"create"	2
"recreate"	8	1604	7.38	"<re<{create}"	"VB"	"^re"	176	"create"	2
"procure"	7	561	6.33	"{procure}"	"VB"	"^pro"	40	"cure"	1
"proffer"	7	135	4.91	"{proffer}"	"VB"	"^pro"	40	"ffer"	2
"suffer"	6	11675	9.37	"{suffer}"	"VB"	"^su"	37	"ffer"	2
"program"	7	241495	12.39	"{program}"	"NN|VB"	"^pro"	40	"gram"	1
"proliferate"	11	215	5.37	"{proliferate}"	"VB"	"^pro"	40	"liferate"	1
"promise"	7	14380	9.57	"{promise}"	"NN|VB"	"^pro"	40	"mise"	1
"prompt"	6	14839	9.61	"{prompt}"	"VB|JJ|NN"	"^pro"	40	"mpt"	1
"promulgate"	10	200	5.3	"{promulgate}"	"VB"	"^pro"	40	"mulgate"	1
"pronounce"	9	2507	7.83	"{pro--nounce}"	"VB"	"^pro"	40	"nounce"	1
"proofread"	9	939	6.84	"{proof}{read}"	"VB"	"^pro"	40	"ofread"	1
"propagandize"	12	33	3.5	"{propag--and--ize}"	"VB"	"^pro"	40	"pagandize"	1
"propagate"	9	1482	7.3	"{propag--ate}"	"VB"	"^pro"	40	"pagate"	1
"prophesy"	8	518	6.25	"{pro--phesy}"	"VB"	"^pro"	40	"phesy"	1
"prosper"	7	1652	7.41	"{prosper}"	"VB|NN"	"^pro"	40	"sper"	1
"provide"	7	102813	11.54	"{pro--vide}"	"VB|NN"	"^pro"	40	"vide"	1
"prowl"	5	378	5.93	"{prowl}"	"NN|VB"	"^pro"	40	"wl"	2
"trawl"	5	63	4.14	"{trawl}"	"NN|VB"	"^tra"	15	"wl"	2
"punctuate"	9	130	4.87	"{punctuate}"	"VB"	"^punct"	2	"uate"	1
"purchase"	8	34455	10.45	"{purchase}"	"VB|NN"	"^pur"	6	"chase"	1
"purr"	4	375	5.93	"{purr}"	"NN|VB"	"^pur"	6	"r"	2
"spur"	4	1019	6.93	"{spur}"	"NN|VB"	"^spu"	4	"r"	2
"purse"	5	1862	7.53	"{purse}"	"NN|VB"	"^pur"	6	"se"	1
"pursue"	6	5419	8.6	"{pur--sue}"	"VB"	"^pur"	6	"sue"	1
"putrefy"	7	6	1.79	"{putr--efy}"	"VB"	"^put"	2	"refy"	1
"quiz"	4	2915	7.98	"{quiz}"	"NN|VB"	"^qui"	6	"z"	1
"radio"	5	71946	11.18	"{radio}"	"NN|VB"	"^radi"	2	"o"	5
"redo"	4	1061	6.97	"<re<{do}"	"VB"	"^red"	10	"o"	5
"tango"	5	962	6.87	"{tango}"	"NN|VB"	"^tang"	2	"o"	5
"undo"	4	2398	7.78	"<un<{do}"	"VB"	"^und"	35	"o"	5
"veto"	4	3044	8.02	"{veto}"	"NN|VB"	"^vet"	1	"o"	5
"ramrod"	6	94	4.54	"{ram}{rod}"	"NN|VB"	"^ram"	3	"rod"	1
"ransack"	7	49	3.89	"{ransack}"	"VB"	"^ran"	5	"sack"	1
"readdress"	9	24	3.18	"<re<{address}"	"VB"	"^re"	176	"address"	1
"readjust"	8	184	5.21	"<re<{adjust}"	"VB"	"^re"	176	"adjust"	1
"ready"	5	43959	10.69	"{ready}"	"JJ|VB|RB"	"^re"	176	"ady"	1
"reaffirm"	8	305	5.72	"<re<{a--ffirm}"	"VB"	"^re"	176	"affirm"	1
"reafforest"	10	0	0	"<re<<a<{forest}"	"VB"	"^re"	176	"afforest"	1
"realign"	7	163	5.09	"<re<{a--lign}"	"VB"	"^re"	176	"align"	1
"realize"	7	34837	10.46	"{realize}"	"VB"	"^re"	176	"alize"	1
"reanimate"	9	35	3.56	"<re<{anim--ate}"	"VB"	"^re"	176	"animate"	1
"reappear"	8	563	6.33	"<re<{appear}"	"VB|JJ"	"^re"	176	"appear"	1
"reason"	6	133687	11.8	"{reason}"	"NN|VB"	"^re"	176	"ason"	1
"reassemble"	10	279	5.63	"<re<{a--ssemble}"	"VB"	"^re"	176	"assemble"	1
"reassert"	8	124	4.82	"<re<{a--ssert}"	"VB"	"^re"	176	"assert"	1
"reassign"	8	136	4.91	"<re<{assign}"	"VB"	"^re"	176	"assign"	1
"reassure"	8	678	6.52	"<re<{a--ssure}"	"VB"	"^re"	176	"assure"	1
"rebate"	6	1217	7.1	"{rebate}"	"NN|VB"	"^re"	176	"bate"	1
"rebind"	6	35	3.56	"<re<{bind}"	"VB"	"^re"	176	"bind"	2
"unbind"	6	80	4.38	"<un<{bind}"	"VB"	"^un"	41	"bind"	2
"reborn"	6	844	6.74	"<re<{born}"	"VB|JJ"	"^re"	176	"born"	1
"rebuff"	6	76	4.33	"{rebuff}"	"NN|VB"	"^re"	176	"buff"	1
"rebuild"	7	4261	8.36	"<re<{build}"	"VB"	"^re"	176	"build"	1
"rebuilt"	7	2510	7.83	"<re<{built}"	"VB"	"^re"	176	"built"	1
"rebuke"	6	333	5.81	"{rebuke}"	"NN|VB"	"^re"	176	"buke"	1
"rebut"	5	446	6.1	"{rebut}"	"VB"	"^re"	176	"but"	1
"recall"	6	38627	10.56	"{re--call}"	"VB|NN"	"^re"	176	"call"	1
"recapitulate"	12	43	3.76	"<re<{capitul--ate}"	"VB"	"^re"	176	"capitulate"	1
"recapture"	9	324	5.78	"<re<{capt--ure}"	"VB|NN"	"^re"	176	"capture"	1
"recast"	6	299	5.7	"<re<{cast}"	"VB"	"^re"	176	"cast"	1
"recharge"	8	835	6.73	"<re<{charge}"	"VB|NN"	"^re"	176	"charge"	1
"recheck"	7	255	5.54	"<re<{check}"	"VB"	"^re"	176	"check"	1
"reciprocate"	11	314	5.75	"{reciproc--ate}"	"VB"	"^re"	176	"ciprocate"	1
"recognize"	9	21023	9.95	"{re--cognize}"	"VB"	"^re"	176	"cognize"	1
"recoil"	6	1127	7.03	"{re--coil}"	"VB"	"^re"	176	"coil"	1
"recollect"	9	301	5.71	"{recollect}"	"VB"	"^re"	176	"collect"	1
"recommence"	10	31	3.43	"<re<{commence}"	"VB"	"^re"	176	"commence"	1
"recommend"	9	37525	10.53	"{recommend}"	"VB"	"^re"	176	"commend"	1
"reconcile"	9	1178	7.07	"{re--concile}"	"VB"	"^re"	176	"concile"	1
"recondition"	11	44	3.78	"<re<{condition}"	"VB"	"^re"	176	"condition"	1
"reconsider"	10	1756	7.47	"<re<{consider}"	"VB"	"^re"	176	"consider"	1
"reconstitute"	12	92	4.52	"<re<{con--stitute}"	"VB"	"^re"	176	"constitute"	1
"reconstruct"	11	800	6.68	"<re<{con--struct}"	"VB"	"^re"	176	"construct"	1
"recoup"	6	406	6.01	"{recoup}"	"VB"	"^re"	176	"coup"	1
"recover"	7	6651	8.8	"{recover}"	"VB"	"^re"	176	"cover"	1
"recruit"	7	3052	8.02	"{recruit}"	"NN|VB"	"^re"	176	"cruit"	1
"recuperate"	10	131	4.88	"{recuperate}"	"VB"	"^re"	176	"cuperate"	1
"recycle"	7	1094	7	"<re<{cycle}"	"VB"	"^re"	176	"cycle"	1
"reeducate"	9	26	3.26	"<re<-{educ--ate}"	"VB"	"^re"	176	"educate"	1
"reek"	4	160	5.08	"{reek}"	"NN|VB"	"^re"	176	"ek"	2
"seek"	4	19663	9.89	"{seek}"	"VB"	"^se"	13	"ek"	2
"reenact"	7	22	3.09	"<re<<en<{act}"	"VB"	"^re"	176	"enact"	1
"reestablish"	11	306	5.72	"<re<{establish}"	"VB"	"^re"	176	"establish"	1
"reexamine"	9	145	4.98	"<re<{examine}"	"VB"	"^re"	176	"examine"	1
"refashion"	9	13	2.56	"<re<{fashion}"	"NN|VB"	"^re"	176	"fashion"	1
"refinance"	9	182	5.2	"<re<{finance}"	"VB"	"^re"	176	"finance"	1
"refract"	7	33	3.5	"{re--fract}"	"VB"	"^re"	176	"fract"	1
"refrain"	7	3280	8.1	"{refrain}"	"VB|NN"	"^re"	176	"frain"	1
"refresh"	7	5268	8.57	"{re--fresh}"	"VB"	"^re"	176	"fresh"	1
"refrigerate"	11	444	6.1	"{refriger--ate}"	"VB"	"^re"	176	"frigerate"	1
"refuel"	6	202	5.31	"<re<{fuel}"	"VB"	"^re"	176	"fuel"	1
"refurbish"	9	88	4.48	"<re<{furbish}"	"VB"	"^re"	176	"furbish"	1
"refute"	6	2254	7.72	"{refute}"	"VB"	"^re"	176	"fute"	1
"rehabilitate"	12	247	5.51	"<re<{habilitate}"	"VB"	"^re"	176	"habilitate"	1
"rehear"	6	1	0	"<re<{hear}"	"VB"	"^re"	176	"hear"	1
"rehearse"	8	223	5.41	"{rehearse}"	"VB"	"^re"	176	"hearse"	1
"rehouse"	7	0	0	"<re<{house}"	"VB"	"^re"	176	"house"	1
"reimburse"	9	634	6.45	"<re<{im--burse}"	"VB"	"^re"	176	"imburse"	1
"reinforce"	9	1566	7.36	"<re<<in<{force}"	"VB"	"^re"	176	"inforce"	1
"reinstall"	9	3724	8.22	"<re<{in--stall}"	"VB"	"^re"	176	"install"	1
"reinstate"	9	264	5.58	"<re<{in--state}"	"VB"	"^re"	176	"instate"	1
"reinterpret"	11	84	4.43	"<re<{interpret}"	"VB"	"^re"	176	"interpret"	1
"reissue"	7	1189	7.08	"<re<{issue}"	"NN|VB"	"^re"	176	"issue"	1
"reiterate"	9	1012	6.92	"<re<{iterate}"	"VB"	"^re"	176	"iterate"	1
"rejoice"	7	878	6.78	"{rejoice}"	"VB"	"^re"	176	"joice"	1
"rejuvenate"	10	55	4.01	"{re--juven--ate}"	"VB"	"^re"	176	"juvenate"	1
"rekindle"	8	137	4.92	"<re<{kindle}"	"VB"	"^re"	176	"kindle"	1
"relax"	5	5905	8.68	"{relax}"	"VB|NN"	"^re"	176	"lax"	1
"release"	7	76651	11.25	"{release}"	"NN|VB"	"^re"	176	"lease"	2
"sublease"	8	5	1.61	"<sub<{lease}"	"NN|VB"	"^sub"	20	"lease"	2
"relegate"	8	134	4.9	"{relegate}"	"VB"	"^re"	176	"legate"	1
"relent"	6	124	4.82	"{relent}"	"VB"	"^re"	176	"lent"	1
"relinquish"	10	462	6.14	"{relinquish}"	"VB"	"^re"	176	"linquish"	1
"relish"	6	769	6.65	"{relish}"	"NN|VB"	"^re"	176	"lish"	1
"relive"	6	308	5.73	"<re<{live}"	"VB"	"^re"	176	"live"	1
"reload"	6	2268	7.73	"<re<{load}"	"NN|VB"	"^re"	176	"load"	2
"unload"	6	1880	7.54	"<un<{load}"	"VB|NN"	"^un"	41	"load"	2
"reopen"	6	782	6.66	"<re<{open}"	"VB"	"^re"	176	"open"	1
"reorder"	7	278	5.63	"<re<{order}"	"VB"	"^re"	176	"order"	1
"reorganize"	10	446	6.1	"<re<{organ--ize}"	"VB"	"^re"	176	"organize"	1
"reorient"	8	57	4.04	"<re<{orient}"	"VB"	"^re"	176	"orient"	1
"request"	7	66648	11.11	"{re--quest}"	"NN|VB"	"^re"	176	"quest"	1
"reread"	6	1772	7.48	"<re<{read}"	"VB"	"^re"	176	"read"	1
"rescind"	7	261	5.56	"{rescind}"	"VB"	"^re"	176	"scind"	1
"rescue"	6	11324	9.33	"{rescue}"	"NN|VB"	"^re"	176	"scue"	1
"research"	8	126031	11.74	"{re--search}"	"NN|VB"	"^re"	176	"search"	1
"reseat"	6	85	4.44	"<re<{seat}"	"VB"	"^re"	176	"seat"	2
"unseat"	6	85	4.44	"<un<{seat}"	"VB"	"^un"	41	"seat"	2
"resettle"	8	64	4.16	"<re<{settle}"	"VB"	"^re"	176	"settle"	2
"unsettle"	8	28	3.33	"<un<{settle}"	"VB"	"^un"	41	"settle"	2
"resinlike"	9	0	0	"{resin}{like}"	"VB|NN|JJ"	"^re"	176	"sinlike"	1
"resolve"	7	9405	9.15	"{re--solve}"	"VB|NN"	"^re"	176	"solve"	1
"resonate"	8	278	5.63	"{re--son--ate}"	"VB"	"^re"	176	"sonate"	1
"resound"	7	64	4.16	"{resound}"	"VB"	"^re"	176	"sound"	1
"respond"	7	55589	10.93	"{respond}"	"VB|NN"	"^re"	176	"spond"	1
"restock"	7	140	4.94	"<re<{stock}"	"VB"	"^re"	176	"stock"	1
"restore"	7	10667	9.27	"{restore}"	"VB"	"^re"	176	"store"	1
"restructure"	11	617	6.42	"<re<{struct--ure}"	"VB"	"^re"	176	"structure"	1
"restudy"	7	17	2.83	"<re<{stud--y}"	"VB"	"^re"	176	"study"	1
"resurface"	9	167	5.12	"<re<{surface}"	"VB"	"^re"	176	"surface"	1
"resurrect"	9	475	6.16	"{re--surrect}"	"VB"	"^re"	176	"surrect"	1
"resuscitate"	11	51	3.93	"{resuscitate}"	"VB"	"^re"	176	"suscitate"	1
"reunite"	7	240	5.48	"<re<{un--ite}"	"VB"	"^re"	176	"unite"	1
"revamp"	6	260	5.56	"<re<{vamp}"	"VB|NN"	"^re"	176	"vamp"	1
"reveal"	6	7720	8.95	"{reveal}"	"VB|NN"	"^re"	176	"veal"	1
"reverberate"	11	42	3.74	"{reverberate}"	"VB"	"^re"	176	"verberate"	1
"revere"	6	508	6.23	"{revere}"	"VB"	"^re"	176	"vere"	1
"revile"	6	96	4.56	"{revile}"	"VB"	"^re"	176	"vile"	1
"revive"	6	1113	7.01	"{re--vive}"	"VB"	"^re"	176	"vive"	1
"revivify"	8	14	2.64	"<re<{viv--ify}"	"VB"	"^re"	176	"vivify"	1
"revolt"	6	1820	7.51	"{revolt}"	"NN|VB"	"^re"	176	"volt"	1
"rewire"	6	139	4.93	"<re<{wire}"	"VB|NN"	"^re"	176	"wire"	2
"unwire"	6	1	0	"<un<{wire}"	"VB"	"^un"	41	"wire"	2
"reword"	6	125	4.83	"<re<{word}"	"VB"	"^re"	176	"word"	1
"rewritten"	9	1633	7.4	"<re<{writt--en}"	"VB|JJ"	"^re"	176	"written"	1
"rewrote"	7	516	6.25	"<re<{wrote}"	"VB"	"^re"	176	"wrote"	1
"rededicate"	10	13	2.56	"<re<{dedicate}"	"VB"	"^red"	10	"edicate"	1
"redeem"	6	662	6.5	"{redeem}"	"VB"	"^red"	10	"eem"	1
"redeploy"	8	24	3.18	"<re<{deploy}"	"VB"	"^red"	10	"eploy"	1
"redirect"	8	1989	7.6	"<re<{direct}"	"VB"	"^red"	10	"irect"	1
"rediscover"	10	138	4.93	"<re<{discover}"	"VB"	"^red"	10	"iscover"	1
"redistribute"	12	1762	7.47	"<re<{dis--tribute}"	"VB"	"^red"	10	"istribute"	1
"redouble"	8	162	5.09	"<re<{double}"	"VB"	"^red"	10	"ouble"	1
"redress"	7	976	6.88	"{redress}"	"NN|VB"	"^red"	10	"ress"	5
"regress"	7	284	5.65	"{re--gress}"	"VB"	"^reg"	9	"ress"	5
"repress"	7	299	5.7	"{re--press}"	"VB"	"^rep"	26	"ress"	5
"stress"	6	12215	9.41	"{stress}"	"NN|VB"	"^st"	97	"ress"	5
"undress"	7	580	6.36	"<un<{dress}"	"VB|NN"	"^und"	35	"ress"	5
"reduce"	6	21540	9.98	"{re--duce}"	"VB"	"^red"	10	"uce"	2
"seduce"	6	545	6.3	"{se--duce}"	"VB"	"^sed"	2	"uce"	2
"regard"	6	15551	9.65	"{regard}"	"NN|VB"	"^reg"	9	"ard"	1
"regenerate"	10	788	6.67	"{re--gener--ate}"	"VB"	"^reg"	9	"enerate"	1
"regroup"	7	200	5.3	"<re<{group}"	"VB"	"^reg"	9	"roup"	1
"regurgitate"	11	176	5.17	"{regurgitate}"	"VB"	"^reg"	9	"urgitate"	1
"remainder"	9	3292	8.1	"{remain--der}"	"NN|VB"	"^rem"	14	"ainder"	1
"remand"	6	139	4.93	"{remand}"	"NN|VB"	"^rem"	14	"and"	2
"stand"	5	48716	10.79	"{stand}"	"VB|NN"	"^st"	97	"and"	2
"remarry"	7	102	4.62	"<re<{marry}"	"VB"	"^rem"	14	"arry"	1
"remedy"	6	3306	8.1	"{remedy}"	"NN|VB"	"^rem"	14	"edy"	1
"remember"	8	142627	11.87	"{remember}"	"VB"	"^rem"	14	"ember"	1
"remilitarize"	12	5	1.61	"<re<{militar--ize}"	"VB"	"^rem"	14	"ilitarize"	1
"remind"	6	7594	8.94	"{re--mind}"	"VB"	"^rem"	14	"ind"	1
"reminisce"	9	137	4.92	"{reminisce}"	"VB"	"^rem"	14	"inisce"	1
"remonstrate"	11	20	3	"{re--monstr--ate}"	"VB"	"^rem"	14	"onstrate"	1
"remove"	6	43954	10.69	"{re--move}"	"VB"	"^rem"	14	"ove"	1
"remunerate"	10	4	1.39	"{re--munerate}"	"VB"	"^rem"	14	"unerate"	1
"rendezvous"	10	771	6.65	"{rendezvous}"	"NN|VB"	"^ren"	9	"dezvous"	1
"renovate"	8	123	4.81	"{renovate}"	"VB"	"^ren"	9	"ovate"	1
"repair"	6	13501	9.51	"{re--pair}"	"NN|VB"	"^rep"	26	"air"	1
"repatriate"	10	69	4.23	"{re--patri--ate}"	"VB"	"^rep"	26	"atriate"	1
"repeal"	6	2280	7.73	"{repeal}"	"NN|VB"	"^rep"	26	"eal"	2
"steal"	5	11268	9.33	"{steal}"	"VB|NN"	"^st"	97	"eal"	2
"repeat"	6	22045	10	"{repeat}"	"VB|NN"	"^rep"	26	"eat"	1
"replenish"	9	398	5.99	"{re--plen--ish}"	"VB"	"^rep"	26	"lenish"	1
"replicate"	9	1053	6.96	"{re--plic--ate}"	"VB"	"^rep"	26	"licate"	1
"repossess"	9	26	3.26	"<re<{possess}"	"VB"	"^rep"	26	"ossess"	1
"reprehend"	9	1	0	"{re--prehend}"	"VB"	"^rep"	26	"rehend"	1
"represent"	9	21567	9.98	"{represent}"	"VB"	"^rep"	26	"resent"	1
"reprimand"	9	260	5.56	"{reprimand}"	"VB|NN"	"^rep"	26	"rimand"	1
"reprise"	7	906	6.81	"{reprise}"	"NN|VB"	"^rep"	26	"rise"	1
"reprobate"	9	77	4.34	"{reprobate}"	"NN|VB|JJ"	"^rep"	26	"robate"	1
"reproduce"	9	4658	8.45	"<re<{pro--duce}"	"VB"	"^rep"	26	"roduce"	1
"reprove"	7	32	3.47	"{reprove}"	"VB"	"^rep"	26	"rove"	2
"strove"	6	278	5.63	"{strove}"	"VB"	"^st"	97	"rove"	2
"repudiate"	9	241	5.48	"{repudiate}"	"VB"	"^rep"	26	"udiate"	1
"repulse"	7	125	4.83	"{re--pulse}"	"VB"	"^rep"	26	"ulse"	1
"retaliate"	9	609	6.41	"{retaliate}"	"VB"	"^ret"	13	"aliate"	1
"retell"	6	54	3.99	"<re<{tell}"	"VB"	"^ret"	13	"ell"	1
"retouch"	7	51	3.93	"<re<{touch}"	"VB"	"^ret"	13	"ouch"	1
"retrace"	7	492	6.2	"<re<{trace}"	"VB"	"^ret"	13	"race"	1
"retract"	7	1322	7.19	"{re--tract}"	"VB"	"^ret"	13	"ract"	1
"retreat"	7	3082	8.03	"{retreat}"	"NN|VB"	"^ret"	13	"reat"	1
"retrieve"	8	8640	9.06	"{retrieve}"	"VB|NN"	"^ret"	13	"rieve"	1
"return"	6	83751	11.34	"{return}"	"NN|VB"	"^ret"	13	"urn"	1
"retrogress"	10	4	1.39	"{retro--gress}"	"VB"	"^retro"	1	"gress"	2
"transgress"	10	112	4.72	"{trans--gress}"	"VB"	"^trans"	15	"gress"	2
"ridicule"	8	1800	7.5	"{ridicule}"	"NN|VB"	"^rid"	3	"icule"	1
"roseleaf"	8	0	0	"{rose}{leaf}"	"NN|VB"	"^ros"	2	"eleaf"	1
"sacrifice"	9	12126	9.4	"{sacri--fice}"	"NN|VB"	"^sacr"	1	"ifice"	1
"salute"	6	1321	7.19	"{salute}"	"NN|VB"	"^sal"	1	"ute"	1
"salivate"	8	137	4.92	"{saliv--ate}"	"VB"	"^sali"	1	"vate"	1
"sandbag"	7	118	4.77	"{sand}{bag}"	"NN|VB"	"^san"	7	"dbag"	1
"sandblast"	9	36	3.58	"{sand}{blast}"	"NN|VB"	"^san"	7	"dblast"	1
"sandpaper"	9	383	5.95	"{sand}{paper}"	"NN|VB"	"^san"	7	"dpaper"	1
"sandwich"	8	2328	7.75	"{sand--wich}"	"NN|VB"	"^san"	7	"dwich"	1
"sanctify"	8	98	4.58	"{sanct--ify}"	"VB"	"^sanc"	2	"tify"	1
"satiate"	7	60	4.09	"{sati--ate}"	"VB|JJ"	"^sat"	4	"iate"	1
"satisfy"	7	5617	8.63	"{satis--fy}"	"VB"	"^sat"	4	"isfy"	1
"saturate"	8	274	5.61	"{satur--ate}"	"VB"	"^sat"	4	"urate"	1
"scallop"	7	50	3.91	"{scallop}"	"NN|VB"	"^scal"	3	"lop"	1
"scintillate"	11	12	2.48	"{scintillate}"	"VB"	"^sci"	1	"ntillate"	1
"search"	6	78523	11.27	"{search}"	"NN|VB"	"^se"	13	"arch"	2
"starch"	6	626	6.44	"{starch}"	"NN|VB"	"^st"	97	"arch"	2
"seethe"	6	47	3.85	"{seethe}"	"VB"	"^se"	13	"ethe"	1
"second"	6	150377	11.92	"{second}"	"JJ|NN|RB|VB"	"^sec"	4	"ond"	1
"secrete"	7	197	5.28	"{secrete}"	"VB"	"^secr"	1	"ete"	1
"segregate"	9	192	5.26	"{se--greg--ate}"	"VB"	"^seg"	1	"regate"	1
"sentence"	8	14984	9.61	"{sentence}"	"NN|VB"	"^sen"	3	"tence"	1
"sensitize"	9	77	4.34	"{sens--itize}"	"VB"	"^sens"	2	"itize"	1
"serenade"	8	277	5.62	"{serenade}"	"NN|VB"	"^ser"	1	"enade"	1
"setup"	5	39265	10.58	"{set}{up}"	"NN|VB"	"^set"	2	"up"	1
"sidestep"	8	266	5.58	"{side}{step}"	"VB|NN"	"^sid"	5	"estep"	1
"sideswipe"	9	91	4.51	"{side}{swipe}"	"NN|VB"	"^sid"	5	"eswipe"	1
"sidetrack"	9	115	4.74	"{side}{track}"	"VB"	"^sid"	5	"etrack"	1
"soldier"	7	8296	9.02	"{soldier}"	"NN|VB"	"^sol"	5	"dier"	1
"solicit"	7	1219	7.11	"{solicit}"	"VB"	"^sol"	5	"icit"	1
"somnambulate"	12	0	0	"{somn--ambul--ate}"	"VB"	"^somn"	1	"ambulate"	1
"spurn"	5	42	3.74	"{spurn}"	"VB"	"^spu"	4	"rn"	1
"spurt"	5	659	6.49	"{spurt}"	"NN|VB"	"^spu"	4	"rt"	1
"stab"	4	1640	7.4	"{stab}"	"NN|VB"	"^st"	97	"ab"	1
"stack"	5	14654	9.59	"{stack}"	"NN|VB"	"^st"	97	"ack"	1
"staff"	5	41035	10.62	"{staff}"	"NN|VB"	"^st"	97	"aff"	1
"stagger"	7	353	5.87	"{stagger}"	"VB"	"^st"	97	"agger"	1
"stalk"	5	723	6.58	"{stalk}"	"VB|NN"	"^st"	97	"alk"	1
"stall"	5	2794	7.94	"{stall}"	"NN|VB"	"^st"	97	"all"	1
"stammer"	7	103	4.63	"{stammer}"	"VB|NN"	"^st"	97	"ammer"	1
"stamp"	5	6821	8.83	"{stamp}"	"NN|VB"	"^st"	97	"amp"	1
"stampede"	8	952	6.86	"{stampede}"	"NN|VB"	"^st"	97	"ampede"	1
"stanch"	6	5	1.61	"{stanch}"	"VB"	"^st"	97	"anch"	1
"staple"	6	1109	7.01	"{staple}"	"NN|VB"	"^st"	97	"aple"	1
"starboard"	9	437	6.08	"{star}{board}"	"VB|NN"	"^st"	97	"arboard"	1
"startle"	7	179	5.19	"{startle}"	"VB"	"^st"	97	"artle"	1
"starve"	6	1494	7.31	"{starve}"	"VB"	"^st"	97	"arve"	1
"station"	7	38106	10.55	"{stat--ion}"	"NN|VB"	"^st"	97	"ation"	1
"staunch"	7	526	6.27	"{staunch}"	"JJ|VB|NN"	"^st"	97	"aunch"	1
"stave"	5	253	5.53	"{stave}"	"VB"	"^st"	97	"ave"	1
