"Word"	"Length"	"Freq_HAL"	"Log_Freq_HAL"	"MorphSp"	"POS"	"prefix"	"nprefix"	"root"	"nroot"
"embellish"	9	115	4.74	"{em--bell--ish}"	"VB"	"^em"	24	"bellish"	1
"embezzle"	8	21	3.04	"{embezzle}"	"VB"	"^em"	24	"bezzle"	1
"embitter"	8	6	1.79	"<em<{bitter}"	"VB"	"^em"	24	"bitter"	1
"emblazon"	8	6	1.79	"{emblazon}"	"VB"	"^em"	24	"blazon"	1
"embody"	6	643	6.47	"<em<{body}"	"VB"	"^em"	24	"body"	1
"emboss"	6	35	3.56	"{em--boss}"	"VB"	"^em"	24	"boss"	1
"embrace"	7	3151	8.06	"{embrace}"	"VB|NN"	"^em"	24	"brace"	1
"embroider"	9	41	3.71	"{embroider}"	"VB"	"^em"	24	"broider"	1
"embroil"	7	14	2.64	"{em--broil}"	"VB"	"^em"	24	"broil"	1
"emerge"	6	2224	7.71	"{e--merge}"	"VB"	"^em"	24	"erge"	1
"emphasize"	9	3258	8.09	"{em--phas--ize}"	"VB"	"^em"	24	"phasize"	1
"empower"	7	1025	6.93	"<em<{power}"	"VB"	"^em"	24	"power"	1
"emulsify"	8	11	2.4	"{emuls--ify}"	"VB"	"^emul"	3	"sify"	1
"emulsion"	8	377	5.93	"{emuls--ion}"	"NN|VB"	"^emul"	3	"sion"	1
"enshrine"	8	56	4.03	"<en<{shrine}"	"VB"	"^ens"	6	"hrine"	1
"enshroud"	8	5	1.61	"<en<{shroud}"	"VB"	"^ens"	6	"hroud"	1
"enslave"	7	639	6.46	"<en<{slave}"	"VB"	"^ens"	6	"lave"	1
"ensnare"	7	45	3.81	"<en<{snare}"	"VB"	"^ens"	6	"nare"	1
"ensue"	5	385	5.95	"{en--sue}"	"VB"	"^ens"	6	"ue"	1
"equip"	5	1537	7.34	"{equip}"	"VB"	"^equ"	4	"ip"	2
"flip"	4	5994	8.7	"{flip}"	"JJ|VB|NN"	"^fl"	40	"ip"	2
"equivocate"	10	30	3.4	"{equi--voc--ate}"	"VB"	"^equ"	4	"ivocate"	1
"escalate"	8	504	6.22	"{escalate}"	"VB"	"^es"	9	"calate"	1
"escape"	6	15846	9.67	"{escape}"	"VB|NN"	"^es"	9	"cape"	1
"escheat"	7	34	3.53	"{escheat}"	"NN|VB"	"^es"	9	"cheat"	1
"eschew"	6	366	5.9	"{eschew}"	"VB"	"^es"	9	"chew"	1
"espouse"	7	673	6.51	"{e--spouse}"	"VB"	"^es"	9	"pouse"	1
"establish"	9	13482	9.51	"{establish}"	"VB"	"^es"	9	"tablish"	1
"estrange"	8	16	2.77	"<e<{strange}"	"VB"	"^es"	9	"trange"	1
"exacerbate"	10	333	5.81	"{ex--acerb--ate}"	"VB"	"^ex"	59	"acerbate"	1
"exact"	5	25797	10.16	"{exact}"	"JJ|VB"	"^ex"	59	"act"	4
"interact"	8	4991	8.52	"<inter<{act}"	"VB"	"^inter"	28	"act"	4
"react"	5	5926	8.69	"{re--act}"	"VB"	"^re"	176	"act"	4
"transact"	8	194	5.27	"{trans--act}"	"VB"	"^trans"	15	"act"	4
"exaggerate"	10	478	6.17	"{exaggerate}"	"VB"	"^ex"	59	"aggerate"	1
"examine"	7	8398	9.04	"{examine}"	"VB|NN"	"^ex"	59	"amine"	1
"exasperate"	10	8	2.08	"{exasperate}"	"VB"	"^ex"	59	"asperate"	1
"excavate"	8	88	4.48	"{excavate}"	"VB"	"^ex"	59	"cavate"	1
"exceed"	6	5032	8.52	"{ex--ceed}"	"VB"	"^ex"	59	"ceed"	2
"proceed"	7	6504	8.78	"{pro--ceed}"	"VB|NN"	"^pro"	40	"ceed"	2
"exchange"	8	36266	10.5	"{ex--change}"	"NN|VB"	"^ex"	59	"change"	1
"excite"	6	788	6.67	"{ex--cite}"	"VB"	"^ex"	59	"cite"	3
"incite"	6	542	6.3	"{in--cite}"	"VB"	"^in"	87	"cite"	3
"recite"	6	771	6.65	"{re--cite}"	"VB"	"^re"	176	"cite"	3
"execute"	7	9234	9.13	"{ex--ecute}"	"VB|NN"	"^ex"	59	"ecute"	1
"exemplify"	9	105	4.65	"{exempl--ify}"	"VB"	"^ex"	59	"emplify"	1
"exempt"	6	2644	7.88	"{ex--empt}"	"JJ|VB"	"^ex"	59	"empt"	2
"preempt"	7	236	5.46	"{pree--mpt}"	"VB"	"^pre"	31	"empt"	2
"exercise"	8	19538	9.88	"{exercise}"	"NN|VB"	"^ex"	59	"ercise"	1
"exhale"	6	446	6.1	"{ex--hale}"	"VB"	"^ex"	59	"hale"	2
"inhale"	6	857	6.75	"{in--hale}"	"VB"	"^in"	87	"hale"	2
"exhaust"	7	4006	8.3	"{exhaust}"	"NN|VB"	"^ex"	59	"haust"	1
"exhibit"	7	5305	8.58	"{ex--hibit}"	"NN|VB"	"^ex"	59	"hibit"	3
"inhibit"	7	1077	6.98	"{in--hibit}"	"VB"	"^in"	87	"hibit"	3
"prohibit"	8	3665	8.21	"{pro--hibit}"	"VB"	"^pro"	40	"hibit"	3
"exhilarate"	10	2	0.69	"{exhilarate}"	"VB"	"^ex"	59	"hilarate"	1
"exhort"	6	93	4.53	"{exhort}"	"VB"	"^ex"	59	"hort"	1
"exhume"	6	31	3.43	"{ex--hume}"	"VB"	"^ex"	59	"hume"	1
"exile"	5	2654	7.88	"{exile}"	"NN|VB"	"^ex"	59	"ile"	1
"exist"	5	48160	10.78	"{ex--ist}"	"VB"	"^ex"	59	"ist"	1
"exonerate"	9	102	4.62	"{exonerate}"	"VB"	"^ex"	59	"onerate"	1
"exorcise"	8	134	4.9	"{exorc--ise}"	"VB"	"^ex"	59	"orcise"	1
"exorcize"	8	5	1.61	"{exorc--ize}"	"VB"	"^ex"	59	"orcize"	1
"expand"	6	12699	9.45	"{expand}"	"VB"	"^ex"	59	"pand"	1
"expect"	6	60322	11.01	"{expect}"	"VB"	"^ex"	59	"pect"	1
"expectorate"	11	9	2.2	"{expector--ate}"	"VB"	"^ex"	59	"pectorate"	1
"expedite"	8	696	6.55	"{ex--ped--ite}"	"VB"	"^ex"	59	"pedite"	1
"experience"	10	234638	12.37	"{experi--ence}"	"NN|VB"	"^ex"	59	"perience"	1
"explode"	7	2963	7.99	"{ex--plode}"	"VB|NN"	"^ex"	59	"plode"	2
"implode"	7	215	5.37	"{im--plode}"	"VB"	"^im"	32	"plode"	2
"exploit"	7	2619	7.87	"{exploit}"	"VB"	"^ex"	59	"ploit"	1
"expostulate"	11	11	2.4	"<ex<{postul--ate}"	"VB"	"^ex"	59	"postulate"	1
"expound"	7	362	5.89	"{expound}"	"VB"	"^ex"	59	"pound"	2
"impound"	7	95	4.55	"<in<{pound}"	"VB"	"^im"	32	"pound"	2
"expropriate"	11	63	4.14	"{ex--propri--ate}"	"VB"	"^ex"	59	"propriate"	1
"expunge"	7	169	5.13	"{ex--punge}"	"VB"	"^ex"	59	"punge"	1
"extinguish"	10	332	5.81	"{extinguish}"	"VB"	"^ex"	59	"tinguish"	1
"extol"	5	80	4.38	"{extol}"	"VB"	"^ex"	59	"tol"	1
"extricate"	9	123	4.81	"{extric--ate}"	"VB"	"^ex"	59	"tricate"	1
"extrude"	7	78	4.36	"{ex--trude}"	"VB"	"^ex"	59	"trude"	4
"intrude"	7	356	5.87	"{in--trude}"	"VB"	"^in"	87	"trude"	4
"obtrude"	7	4	1.39	"{ob--trude}"	"VB"	"^ob"	11	"trude"	4
"protrude"	8	164	5.1	"{pro--trude}"	"VB"	"^pro"	40	"trude"	4
"exult"	5	36	3.58	"{exult}"	"VB"	"^ex"	59	"ult"	1
"exterminate"	11	540	6.29	"{ex--termin--ate}"	"VB"	"^exter"	1	"minate"	1
"extradite"	9	190	5.25	"{extradite}"	"VB"	"^extra"	2	"dite"	1
"extrapolate"	11	666	6.5	"{extra--polate}"	"VB"	"^extra"	2	"polate"	2
"interpolate"	11	274	5.61	"{inter--polate}"	"VB"	"^inter"	28	"polate"	2
"fade"	4	3505	8.16	"{fade}"	"VB|NN"	"^f"	74	"ade"	1
"fail"	4	18678	9.84	"{fail}"	"VB"	"^f"	74	"ail"	2
"flail"	5	216	5.38	"{flail}"	"NN|VB"	"^fl"	40	"ail"	2
"faint"	5	2513	7.83	"{faint}"	"JJ|NN|VB"	"^f"	74	"aint"	2
"repaint"	7	391	5.97	"<re<{paint}"	"VB"	"^rep"	26	"aint"	2
"fake"	4	7853	8.97	"{fake}"	"JJ|NN|VB"	"^f"	74	"ake"	4
"flake"	5	634	6.45	"{flake}"	"NN|VB"	"^fl"	40	"ake"	4
"partake"	7	601	6.4	"{par--take}"	"VB"	"^part"	6	"ake"	4
"stake"	5	4529	8.42	"{stake}"	"NN|VB"	"^st"	97	"ake"	4
"falter"	6	192	5.26	"{falter}"	"VB"	"^f"	74	"alter"	1
"famish"	6	0	0	"{famish}"	"VB"	"^f"	74	"amish"	1
"fancy"	5	7351	8.9	"{fancy}"	"JJ|VB|NN"	"^f"	74	"ancy"	1
"fare"	4	5309	8.58	"{fare}"	"NN|VB"	"^f"	74	"are"	3
"flare"	5	4586	8.43	"{flare}"	"NN|VB"	"^fl"	40	"are"	3
"stare"	5	2907	7.97	"{stare}"	"VB|NN"	"^st"	97	"are"	3
"fart"	4	1320	7.19	"{fart}"	"NN|VB"	"^f"	74	"art"	2
"start"	5	172475	12.06	"{start}"	"VB|NN"	"^st"	97	"art"	2
"fashion"	7	13373	9.5	"{fashion}"	"NN|VB"	"^f"	74	"ashion"	1
"fault"	5	19968	9.9	"{fault}"	"NN|VB"	"^f"	74	"ault"	1
"favor"	5	19604	9.88	"{favor}"	"NN|VB"	"^f"	74	"avor"	1
"fawn"	4	388	5.96	"{fawn}"	"NN|VB"	"^f"	74	"awn"	1
"fear"	4	34537	10.45	"{fear}"	"NN|VB"	"^f"	74	"ear"	1
"feast"	5	1911	7.56	"{feast}"	"NN|VB"	"^f"	74	"east"	1
"feature"	7	34110	10.44	"{feature}"	"NN|VB"	"^f"	74	"eature"	1
"feed"	4	20084	9.91	"{feed}"	"NN|VB"	"^f"	74	"eed"	1
"feel"	4	162048	12	"{feel}"	"VB|NN"	"^f"	74	"eel"	2
"steel"	5	18414	9.82	"{steel}"	"NN|VB"	"^st"	97	"eel"	2
"feign"	5	149	5	"{feign}"	"VB"	"^f"	74	"eign"	1
"fence"	5	5277	8.57	"{fence}"	"NN|VB"	"^f"	74	"ence"	2
"silence"	7	9662	9.18	"{sil--ence}"	"NN|VB"	"^sil"	2	"ence"	2
"fester"	6	620	6.43	"{fester}"	"VB"	"^f"	74	"ester"	2
"sequester"	9	30	3.4	"{sequester}"	"NN|VB"	"^sequ"	1	"ester"	2
"feud"	4	818	6.71	"{feud}"	"NN|VB"	"^f"	74	"eud"	1
"field"	5	79920	11.29	"{field}"	"NN|VB"	"^f"	74	"ield"	1
"figure"	6	56510	10.94	"{figure}"	"NN|VB"	"^f"	74	"igure"	1
"fire"	4	62707	11.05	"{fire}"	"NN|VB"	"^f"	74	"ire"	2
"retire"	6	2307	7.74	"{retire}"	"VB"	"^ret"	13	"ire"	2
"firebomb"	8	108	4.68	"{fire}{bomb}"	"NN|VB"	"^f"	74	"irebomb"	1
"fizz"	4	147	4.99	"{fizz}"	"VB|NN"	"^f"	74	"izz"	1
"fizzle"	6	300	5.7	"{fizzle}"	"VB|NN"	"^f"	74	"izzle"	1
"foal"	4	263	5.57	"{foal}"	"NN|VB"	"^f"	74	"oal"	1
"foam"	4	3659	8.2	"{foam}"	"NN|VB"	"^f"	74	"oam"	1
"foil"	4	5405	8.6	"{foil}"	"NN|VB"	"^f"	74	"oil"	1
"fold"	4	4906	8.5	"{fold}"	"NN|VB"	"^f"	74	"old"	2
"retold"	6	174	5.16	"<re<{told}"	"VB|JJ"	"^ret"	13	"old"	2
"folklike"	8	3	1.1	"{folk}{like}"	"VB|NN|JJ"	"^f"	74	"olklike"	1
"follow"	6	58490	10.98	"{follow}"	"VB"	"^f"	74	"ollow"	1
"fondle"	6	339	5.83	"{fondle}"	"VB"	"^f"	74	"ondle"	1
"fool"	4	13690	9.52	"{fool}"	"NN|VB"	"^f"	74	"ool"	1
"foot"	4	24212	10.09	"{foot}"	"NN|VB"	"^f"	74	"oot"	1
"foster"	6	9586	9.17	"{foster}"	"VB|NN|JJ"	"^f"	74	"oster"	1
"fought"	6	8254	9.02	"{fought}"	"VB"	"^f"	74	"ought"	1
"foul"	4	4072	8.31	"{foul}"	"JJ|VB"	"^f"	74	"oul"	1
"foxhunt"	7	11	2.4	"{fox}-{hunt}"	"NN|VB"	"^f"	74	"oxhunt"	1
"foxtrot"	7	320	5.77	"{fox}{trot}"	"NN|VB"	"^f"	74	"oxtrot"	1
"frame"	5	31447	10.36	"{frame}"	"NN|VB"	"^f"	74	"rame"	1
"franchise"	9	2376	7.77	"{franchise}"	"NN|VB"	"^f"	74	"ranchise"	1
"frazzle"	7	18	2.89	"{frazzle}"	"VB|NN"	"^f"	74	"razzle"	1
"freak"	5	4223	8.35	"{freak}"	"NN|VB"	"^f"	74	"reak"	2
"streak"	6	2491	7.82	"{streak}"	"NN|VB"	"^st"	97	"reak"	2
"freckle"	7	22	3.09	"{freckle}"	"NN|VB"	"^f"	74	"reckle"	1
"freelance"	9	3368	8.12	"{free}{lance}"	"JJ|VB|NN"	"^f"	74	"reelance"	1
"freeload"	8	25	3.22	"{free}{load}"	"VB"	"^f"	74	"reeload"	1
"freewheel"	9	474	6.16	"{free}{wheel}"	"VB"	"^f"	74	"reewheel"	1
"freeze"	6	5680	8.64	"{freeze}"	"NN|VB"	"^f"	74	"reeze"	1
"fresco"	6	418	6.04	"{fresco}"	"NN|VB"	"^f"	74	"resco"	1
"fret"	4	1920	7.56	"{fret}"	"VB|NN"	"^f"	74	"ret"	2
"regret"	6	4990	8.52	"{regret}"	"VB|NN"	"^reg"	9	"ret"	2
"frisk"	5	254	5.54	"{frisk}"	"VB|NN"	"^f"	74	"risk"	1
"fritter"	7	77	4.34	"{fritter}"	"NN|VB"	"^f"	74	"ritter"	1
"frizz"	5	38	3.64	"{frizz}"	"VB"	"^f"	74	"rizz"	1
"frolic"	6	175	5.16	"{frolic}"	"NN|VB"	"^f"	74	"rolic"	1
"frost"	5	6050	8.71	"{frost}"	"NN|VB"	"^f"	74	"rost"	1
"froth"	5	407	6.01	"{froth}"	"NN|VB"	"^f"	74	"roth"	1
"frown"	5	804	6.69	"{frown}"	"VB"	"^f"	74	"rown"	1
"froze"	5	1329	7.19	"{froze}"	"VB"	"^f"	74	"roze"	1
"frustrate"	9	258	5.55	"{frustrate}"	"VB"	"^f"	74	"rustrate"	1
"fudge"	5	1417	7.26	"{fudge}"	"VB|NN"	"^f"	74	"udge"	1
"fuel"	4	16552	9.71	"{fuel}"	"NN|VB"	"^f"	74	"uel"	1
"fulfill"	7	3844	8.25	"{ful--fill}"	"VB"	"^f"	74	"ulfill"	1
"fulminate"	9	75	4.32	"{fulminate}"	"VB"	"^f"	74	"ulminate"	1
"funnel"	6	791	6.67	"{funnel}"	"NN|VB"	"^f"	74	"unnel"	1
"facilitate"	10	4173	8.34	"{facilit--ate}"	"VB"	"^fac"	2	"ilitate"	2
"habilitate"	10	1	0	"{habilitate}"	"VB"	"^hab"	1	"ilitate"	2
"fathom"	6	771	6.65	"{fathom}"	"VB|NN"	"^fat"	3	"hom"	1
"fatigue"	7	3776	8.24	"{fatigue}"	"NN|VB"	"^fat"	3	"igue"	1
"fill"	4	26443	10.18	"{fill}"	"VB|NN"	"^fil"	5	"l"	2
"furl"	4	4	1.39	"{furl}"	"NN|VB"	"^fur"	4	"l"	2
"film"	4	52691	10.87	"{film}"	"NN|VB"	"^fil"	5	"m"	5
"perm"	4	8527	9.05	"{perm}"	"NN|VB"	"^per"	23	"m"	5
"strum"	5	287	5.66	"{strum}"	"VB|NN"	"^stru"	5	"m"	5
"term"	4	58014	10.97	"{term}"	"NN|VB"	"^ter"	1	"m"	5
"trim"	4	4155	8.33	"{trim}"	"VB|NN|JJ"	"^tri"	11	"m"	5
"filibuster"	10	123	4.81	"{filibuster}"	"NN|VB"	"^fili"	1	"buster"	1
"finance"	7	13752	9.53	"{finance}"	"NN|VB"	"^fin"	5	"ance"	1
"finger"	6	37566	10.53	"{finger}"	"NN|VB"	"^fin"	5	"ger"	2
"linger"	6	583	6.37	"{linger}"	"VB"	"^lin"	3	"ger"	2
"fingerprint"	11	3570	8.18	"{finger}{print}"	"NN|VB"	"^fin"	5	"gerprint"	1
"finish"	6	18398	9.82	"{finish}"	"VB|NN"	"^fin"	5	"ish"	4
"lavish"	6	508	6.23	"{lavish}"	"JJ|VB"	"^lav"	1	"ish"	4
"perish"	6	1128	7.03	"{perish}"	"VB"	"^per"	23	"ish"	4
"vanish"	6	1396	7.24	"{vanish}"	"VB"	"^van"	3	"ish"	4
"flabbergast"	11	12	2.48	"{flabbergast}"	"VB"	"^fl"	40	"abbergast"	1
"flag"	4	15311	9.64	"{flag}"	"NN|VB"	"^fl"	40	"ag"	1
"flame"	5	34637	10.45	"{flame}"	"NN|VB"	"^fl"	40	"ame"	2
"rename"	6	3885	8.26	"<re<{name}"	"VB"	"^ren"	9	"ame"	2
"flange"	6	466	6.14	"{flange}"	"NN|VB"	"^fl"	40	"ange"	1
"flank"	5	661	6.49	"{flank}"	"NN|VB"	"^fl"	40	"ank"	2
"stank"	5	115	4.74	"{stank}"	"VB"	"^st"	97	"ank"	2
"flap"	4	1408	7.25	"{flap}"	"NN|VB"	"^fl"	40	"ap"	3
"reap"	4	1433	7.27	"{reap}"	"VB"	"^re"	176	"ap"	3
"uncap"	5	9	2.2	"<un<{cap}"	"VB"	"^unc"	5	"ap"	3
"flashback"	9	1393	7.24	"{flash}{back}"	"NN|VB"	"^fl"	40	"ashback"	1
"flask"	5	809	6.7	"{flask}"	"NN|VB"	"^fl"	40	"ask"	1
"flatter"	7	723	6.58	"{flatter}"	"VB|JJ"	"^fl"	40	"atter"	1
"flaunt"	6	314	5.75	"{flaunt}"	"VB"	"^fl"	40	"aunt"	1
"flay"	4	59	4.08	"{flay}"	"VB"	"^fl"	40	"ay"	4
"foray"	5	324	5.78	"{foray}"	"NN|VB"	"^for"	25	"ay"	4
"repay"	5	926	6.83	"{re--pay}"	"VB"	"^rep"	26	"ay"	4
"stay"	4	49009	10.8	"{stay}"	"VB|NN"	"^st"	97	"ay"	4
"fleck"	5	335	5.81	"{fleck}"	"NN|VB"	"^fl"	40	"eck"	1
"fled"	4	2250	7.72	"{fled}"	"VB"	"^fl"	40	"ed"	2
"seed"	4	8215	9.01	"{seed}"	"NN|VB"	"^se"	13	"ed"	2
"flee"	4	1506	7.32	"{flee}"	"VB"	"^fl"	40	"ee"	2
"puree"	5	397	5.98	"{puree}"	"VB|NN"	"^pur"	6	"ee"	2
"fleece"	6	630	6.45	"{fleece}"	"NN|VB"	"^fl"	40	"eece"	1
"flew"	4	4963	8.51	"{flew}"	"VB"	"^fl"	40	"ew"	4
"renew"	5	1570	7.36	"{re--new}"	"VB"	"^ren"	9	"ew"	4
"stew"	4	1556	7.35	"{stew}"	"NN|VB"	"^st"	97	"ew"	4
"view"	4	75014	11.23	"{view}"	"NN|VB"	"^vi"	3	"ew"	4
"flick"	5	2252	7.72	"{flick}"	"NN|VB"	"^fl"	40	"ick"	2
"stick"	5	28279	10.25	"{stick}"	"NN|VB"	"^st"	97	"ick"	2
"flicker"	7	1600	7.38	"{flicker}"	"NN|VB"	"^fl"	40	"icker"	1
"flinch"	6	356	5.87	"{flinch}"	"VB"	"^fl"	40	"inch"	1
"flirt"	5	467	6.15	"{flirt}"	"VB|NN"	"^fl"	40	"irt"	1
"float"	5	5604	8.63	"{float}"	"VB|NN"	"^fl"	40	"oat"	1
"flock"	5	1860	7.53	"{flock}"	"NN|VB"	"^fl"	40	"ock"	3
"stock"	5	43376	10.68	"{stock}"	"NN|VB"	"^st"	97	"ock"	3
"undock"	6	3	1.1	"<un<{dock}"	"VB"	"^und"	35	"ock"	3
"flog"	4	276	5.62	"{flog}"	"VB"	"^fl"	40	"og"	1
"flood"	5	9581	9.17	"{flood}"	"NN|VB"	"^fl"	40	"ood"	2
"stood"	5	14395	9.57	"{stood}"	"VB"	"^st"	97	"ood"	2
"floor"	5	35635	10.48	"{floor}"	"NN|VB"	"^fl"	40	"oor"	1
"flop"	4	1545	7.34	"{flop}"	"NN|VB"	"^fl"	40	"op"	2
"stop"	4	96586	11.48	"{stop}"	"VB|NN"	"^st"	97	"op"	2
"floss"	5	1244	7.13	"{floss}"	"NN|VB"	"^fl"	40	"oss"	1
"flounder"	8	268	5.59	"{flounder}"	"VB|NN"	"^fl"	40	"ounder"	1
"flour"	5	4625	8.44	"{flour}"	"NN|VB"	"^fl"	40	"our"	1
"flourish"	8	924	6.83	"{flourish}"	"VB|NN"	"^fl"	40	"ourish"	1
"flower"	6	6288	8.75	"{flower}"	"NN|VB"	"^fl"	40	"ower"	1
"fluctuate"	9	373	5.92	"{fluctuate}"	"VB"	"^flu"	8	"ctuate"	1
"fluff"	5	1422	7.26	"{fluff}"	"NN|VB"	"^flu"	8	"ff"	1
"flung"	5	786	6.67	"{flung}"	"VB"	"^flu"	8	"ng"	4
"prong"	5	486	6.19	"{prong}"	"NN|VB"	"^pro"	40	"ng"	4
"strung"	6	937	6.84	"{strung}"	"VB"	"^stru"	5	"ng"	4
"sung"	4	3763	8.23	"{sung}"	"VB|NN"	"^su"	37	"ng"	4
"fluoresce"	9	21	3.04	"{fluor--esce}"	"VB"	"^flu"	8	"oresce"	1
"flush"	5	4223	8.35	"{flush}"	"JJ|NN|VB"	"^flu"	8	"sh"	3
"punish"	6	3339	8.11	"{pun--ish}"	"VB"	"^puni"	1	"sh"	3
"trash"	5	9768	9.19	"{trash}"	"NN|VB"	"^tra"	15	"sh"	3
"fluster"	7	6	1.79	"{fluster}"	"NN|VB"	"^flu"	8	"ster"	1
"forbade"	7	335	5.81	"{forbade}"	"VB"	"^for"	25	"bade"	1
"forbid"	6	2766	7.93	"{forbid}"	"VB"	"^for"	25	"bid"	1
"force"	5	75365	11.23	"{force}"	"NN|VB"	"^for"	25	"ce"	3
"mince"	5	276	5.62	"{mince}"	"VB|NN"	"^min"	8	"ce"	3
"trace"	5	8554	9.05	"{trace}"	"NN|VB"	"^tra"	15	"ce"	3
"forebode"	8	2	0.69	"<fore<{bode}"	"VB"	"^for"	25	"ebode"	1
"forecast"	8	3069	8.03	"<fore<{cast}"	"NN|VB"	"^for"	25	"ecast"	1
"foreclose"	9	54	3.99	"<fore<{close}"	"VB"	"^for"	25	"eclose"	1
"forego"	6	431	6.07	"<fore<{go}"	"VB"	"^for"	25	"ego"	1
"foreordain"	10	1	0	"<fore<{ordain}"	"VB"	"^for"	25	"eordain"	1
"foresaw"	7	115	4.74	"<fore<{saw}"	"VB"	"^for"	25	"esaw"	2
"seesaw"	6	28	3.33	"{see--saw}"	"NN|JJ|VB"	"^se"	13	"esaw"	2
"foresee"	7	541	6.29	"<fore<{see}"	"VB"	"^for"	25	"esee"	1
"foreshadow"	10	63	4.14	"<fore<{shadow}"	"VB"	"^for"	25	"eshadow"	1
"foretell"	8	80	4.38	"<fore<{tell}"	"VB"	"^for"	25	"etell"	1
"forewarn"	8	25	3.22	"<fore<{warn}"	"VB"	"^for"	25	"ewarn"	1
"forfeit"	7	728	6.59	"{forfeit}"	"VB|NN"	"^for"	25	"feit"	1
"forgave"	7	227	5.42	"{forgave}"	"VB"	"^for"	25	"gave"	1
"forgive"	7	8912	9.1	"{forgive}"	"VB"	"^for"	25	"give"	1
"forgo"	5	410	6.02	"<for<{go}"	"VB"	"^for"	25	"go"	1
"forgot"	6	18013	9.8	"{forgot}"	"VB"	"^for"	25	"got"	1
"forsake"	7	391	5.97	"{for--sake}"	"VB"	"^for"	25	"sake"	1
"forswear"	8	19	2.94	"<for<{swear}"	"VB"	"^for"	25	"swear"	1
"fraternize"	10	20	3	"{fratern--ize}"	"VB"	"^frater"	1	"nize"	1
"fumigate"	8	20	3	"{fumig--ate}"	"VB"	"^fum"	3	"igate"	2
"navigate"	8	1806	7.5	"{navig--ate}"	"VB"	"^nav"	1	"igate"	2
"furbish"	7	4	1.39	"{furbish}"	"VB"	"^fur"	4	"bish"	1
"furnish"	7	1095	7	"{furnish}"	"VB"	"^fur"	4	"nish"	1
"furrow"	6	151	5.02	"{furrow}"	"NN|VB"	"^fur"	4	"row"	1
"gerrymander"	11	6	1.79	"{gerry--mander}"	"VB"	"^ger"	1	"rymander"	1
"gesticulate"	11	10	2.3	"{gesticulate}"	"VB"	"^gest"	1	"iculate"	2
"matriculate"	11	18	2.89	"{matriculate}"	"VB"	"^matr"	1	"iculate"	2
"half"	4	71926	11.18	"{half}"	"NN|minor|VB"	"^hal"	7	"f"	1
"hallmark"	8	1199	7.09	"{hall}{mark}"	"NN|VB"	"^hal"	7	"lmark"	1
"hallucinate"	11	109	4.69	"{hallucin--ate}"	"VB"	"^hal"	7	"lucinate"	1
"halve"	5	215	5.37	"{halve}"	"VB"	"^hal"	7	"ve"	2
"prove"	5	31645	10.36	"{prove}"	"VB|NN"	"^pro"	40	"ve"	2
"help"	4	335483	12.72	"{help}"	"VB|NN"	"^hel"	2	"p"	10
"hump"	4	767	6.64	"{hump}"	"NN|VB"	"^hum"	3	"p"	10
"plump"	5	498	6.21	"{plump}"	"JJ|VB"	"^plum"	2	"p"	10
"primp"	5	74	4.3	"{primp}"	"VB"	"^prim"	2	"p"	10
"prop"	4	3334	8.11	"{prop}"	"NN|VB"	"^pro"	40	"p"	10
"quip"	4	501	6.22	"{quip}"	"NN|VB"	"^qui"	6	"p"	10
"ramp"	4	2793	7.93	"{ramp}"	"NN|VB"	"^ram"	3	"p"	10
"rasp"	4	122	4.8	"{rasp}"	"NN|VB"	"^ras"	1	"p"	10
"trap"	4	9424	9.15	"{trap}"	"NN|VB"	"^tra"	15	"p"	10
"trip"	4	28399	10.25	"{trip}"	"NN|VB"	"^tri"	11	"p"	10
"herald"	6	2040	7.62	"{herald}"	"VB|NN"	"^her"	2	"ald"	1
"humiliate"	9	442	6.09	"{humiliate}"	"VB"	"^hum"	3	"iliate"	1
"ignite"	6	700	6.55	"{ign--ite}"	"VB"	"^ign"	2	"ite"	1
"illume"	6	3	1.1	"{illume}"	"VB"	"^il"	3	"lume"	1
"illuminate"	10	531	6.27	"{i--llumin--ate}"	"VB"	"^il"	3	"luminate"	1
"illustrate"	10	3107	8.04	"{illustr--ate}"	"VB"	"^il"	3	"lustrate"	1
"image"	5	63630	11.06	"{image}"	"NN|VB"	"^im"	32	"age"	3
"manage"	6	18086	9.8	"{manage}"	"VB"	"^man"	7	"age"	3
"stage"	5	30645	10.33	"{stage}"	"NN|VB"	"^st"	97	"age"	3
"imagine"	7	34419	10.45	"{imag--ine}"	"VB"	"^im"	32	"agine"	1
"imbibe"	6	72	4.28	"{imbibe}"	"VB"	"^im"	32	"bibe"	1
"immerse"	7	281	5.64	"{i--mmerse}"	"VB"	"^im"	32	"merse"	2
"submerse"	8	2	0.69	"{sub--merse}"	"VB"	"^sub"	20	"merse"	2
"immigrate"	9	474	6.16	"{i--mmigr--ate}"	"VB"	"^im"	32	"migrate"	2
"transmigrate"	12	5	1.61	"<trans<{migr--ate}"	"VB"	"^trans"	15	"migrate"	2
"immure"	6	0	0	"{immure}"	"VB"	"^im"	32	"mure"	1
"impair"	6	441	6.09	"{im--pair}"	"VB"	"^im"	32	"pair"	1
"impale"	6	105	4.65	"{im--pale}"	"VB"	"^im"	32	"pale"	1
"impassion"	9	2	0.69	"{im--pass--ion}"	"VB"	"^im"	32	"passion"	1
"impeach"	7	198	5.29	"{impeach}"	"VB"	"^im"	32	"peach"	1
